District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe Layout 10,"Hotels, Travel, Restaurants",99905,242500,21710,1,4733,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli Main Road 10,"Agriculture, Grocery, Pharmacy",32910,373299,36384,5,1020,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town,"Textiles, Warehousing, Restaurants",93479,282425,36038,7,9369,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte,"Textiles, Grocery, Restaurants",97735,178492,55846,4,7108,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli,"Industrial, Textiles, Hardware",101264,494112,37447,1,2481,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura,"Agriculture, Nurseries, Grocery",43275,190102,17285,9,3718,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte,"Agriculture, Grocery, Pharmacy",92274,414274,52991,5,9089,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli,"Agriculture, Grocery, Nurseries",101449,237285,28521,2,4543,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura,"Agriculture, Grocery, Pharmacy",80004,358404,62657,8,372,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe),"Transport, Warehousing, Restaurants",82981,179476,21971,2,1873,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli,"Agriculture, Grocery, Pharmacy",104659,254554,44139,3,2647,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli,"Agriculture, Grocery, Nurseries",74553,180928,34909,1,3264,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Gulur,"Agriculture, Grocery, Pharmacy",68447,160272,26531,2,4880,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Oddarahalli,"Agriculture, Grocery, Nurseries",54529,346322,29721,7,1046,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura,"Agriculture, Grocery, Pharmacy",95703,316141,34206,2,606,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Tubagere,"Agriculture, Grocery, Nurseries",96090,438827,52711,6,6819,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Ajjanahalli,"Agriculture, Grocery, Pharmacy",37260,139273,21530,3,8535,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajghatta,"Agriculture, Grocery, Nurseries",23812,192307,26116,4,8797,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Hobli,"Agriculture, Grocery, Nurseries",48024,268500,15258,8,6460,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hampasandra,"Agriculture, Grocery, Pharmacy",78656,186129,15282,3,7757,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Heggadihalli,"Agriculture, Grocery, Nurseries",47285,152311,28937,6,3690,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hosahalli (Doddaballapur),"Agriculture, Grocery, Pharmacy",112436,254746,16898,1,1292,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town Extension 1,"Textiles, Warehousing, Restaurants",21605,265546,19135,7,1564,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte Stage 1,"Textiles, Grocery, Restaurants",91158,216733,21629,8,490,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli Phase 1,"Industrial, Textiles, Hardware",92303,146945,58936,8,5715,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura Block 1,"Agriculture, Nurseries, Grocery",47139,65272,74611,3,6206,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte Cross 1,"Agriculture, Grocery, Pharmacy",97149,371537,34584,1,8964,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli Market 1,"Agriculture, Grocery, Nurseries",76138,343356,69262,9,2660,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura Industrial Area 1,"Agriculture, Grocery, Pharmacy",96125,166470,38551,6,5967,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe) Layout 1,"Transport, Warehousing, Restaurants",33918,140030,48380,9,1311,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli Main Road 1,"Agriculture, Grocery, Pharmacy",105655,338647,79415,7,9221,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli Extension 2,"Agriculture, Grocery, Nurseries",47446,419854,61971,1,1639,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Gulur Stage 2,"Agriculture, Grocery, Pharmacy",33046,26570,32071,1,9204,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Oddarahalli Phase 2,"Agriculture, Grocery, Nurseries",44818,350929,35074,6,743,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Block 2,"Agriculture, Grocery, Pharmacy",24324,29110,40188,5,8793,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Tubagere Cross 2,"Agriculture, Grocery, Nurseries",96323,99141,17307,9,9021,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Ajjanahalli Market 2,"Agriculture, Grocery, Pharmacy",29111,32115,54901,2,1383,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajghatta Industrial Area 2,"Agriculture, Grocery, Nurseries",58110,59062,26205,8,7780,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Hobli Layout 2,"Agriculture, Grocery, Nurseries",36389,305055,70661,5,7445,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hampasandra Main Road 2,"Agriculture, Grocery, Pharmacy",61427,124061,74125,2,4486,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Heggadihalli Extension 3,"Agriculture, Grocery, Nurseries",99579,314700,20906,6,1019,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hosahalli (Doddaballapur) Stage 3,"Agriculture, Grocery, Pharmacy",48746,491347,17591,8,2439,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town Phase 3,"Textiles, Warehousing, Restaurants",107886,410479,75040,4,9047,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte Block 3,"Textiles, Grocery, Restaurants",20117,21969,77987,2,6030,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli Cross 3,"Industrial, Textiles, Hardware",104471,325897,78370,5,5502,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura Market 3,"Agriculture, Nurseries, Grocery",33234,496027,30149,2,5763,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte Industrial Area 3,"Agriculture, Grocery, Pharmacy",73441,417686,59918,2,5375,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli Layout 3,"Agriculture, Grocery, Nurseries",20846,141863,54951,6,607,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura Main Road 3,"Agriculture, Grocery, Pharmacy",30954,292369,69400,9,1536,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe) Extension 4,"Transport, Warehousing, Restaurants",99239,143008,40150,4,8850,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli Stage 4,"Agriculture, Grocery, Pharmacy",66514,174268,46852,6,7454,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli Phase 4,"Agriculture, Grocery, Nurseries",108236,125823,57870,7,4616,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Gulur Block 4,"Agriculture, Grocery, Pharmacy",117579,295813,69260,6,3722,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Oddarahalli Cross 4,"Agriculture, Grocery, Nurseries",26469,450596,67756,8,4499,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Market 4,"Agriculture, Grocery, Pharmacy",50105,406542,64821,4,5137,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Tubagere Industrial Area 4,"Agriculture, Grocery, Nurseries",62101,130677,68516,1,8211,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Ajjanahalli Layout 4,"Agriculture, Grocery, Pharmacy",84323,266958,71481,7,3815,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajghatta Main Road 4,"Agriculture, Grocery, Nurseries",111922,68320,16283,3,7937,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Hobli Extension 5,"Agriculture, Grocery, Nurseries",78067,460630,48691,6,1401,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hampasandra Stage 5,"Agriculture, Grocery, Pharmacy",69376,166649,16125,2,7470,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Heggadihalli Phase 5,"Agriculture, Grocery, Nurseries",65587,145354,16529,9,5285,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hosahalli (Doddaballapur) Block 5,"Agriculture, Grocery, Pharmacy",56976,108009,78198,1,2255,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town Cross 5,"Textiles, Warehousing, Restaurants",87584,277437,41170,6,6511,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte Market 5,"Textiles, Grocery, Restaurants",98477,468625,23438,6,6465,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli Industrial Area 5,"Industrial, Textiles, Hardware",62533,48625,35095,5,792,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura Layout 5,"Agriculture, Nurseries, Grocery",21828,232112,31154,5,1578,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte Main Road 5,"Agriculture, Grocery, Pharmacy",21917,306233,23004,1,6496,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli Extension 6,"Agriculture, Grocery, Nurseries",40618,56487,24752,5,8548,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura Stage 6,"Agriculture, Grocery, Pharmacy",52254,479054,70426,2,541,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe) Phase 6,"Transport, Warehousing, Restaurants",67362,248071,58360,7,2746,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli Block 6,"Agriculture, Grocery, Pharmacy",40128,392592,41819,3,5309,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli Cross 6,"Agriculture, Grocery, Nurseries",79383,332282,51632,4,6633,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Gulur Market 6,"Agriculture, Grocery, Pharmacy",85545,193895,41515,3,4777,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Oddarahalli Industrial Area 6,"Agriculture, Grocery, Nurseries",102180,450424,77369,3,7311,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Layout 6,"Agriculture, Grocery, Pharmacy",107958,336205,39217,4,2745,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Tubagere Main Road 6,"Agriculture, Grocery, Nurseries",29865,443875,79893,5,8310,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Ajjanahalli Extension 7,"Agriculture, Grocery, Pharmacy",22219,121376,75413,1,9416,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajghatta Stage 7,"Agriculture, Grocery, Nurseries",59809,445106,38172,4,8033,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Hobli Phase 7,"Agriculture, Grocery, Nurseries",25287,361278,47994,8,5576,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hampasandra Block 7,"Agriculture, Grocery, Pharmacy",54387,329199,30036,7,8028,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Heggadihalli Cross 7,"Agriculture, Grocery, Nurseries",28512,263341,26739,9,2180,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hosahalli (Doddaballapur) Market 7,"Agriculture, Grocery, Pharmacy",21342,301652,47220,5,6189,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town Industrial Area 7,"Textiles, Warehousing, Restaurants",83076,455503,64416,4,7496,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte Layout 7,"Textiles, Grocery, Restaurants",39216,492132,24587,8,9839,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli Main Road 7,"Industrial, Textiles, Hardware",113070,178056,59517,9,7897,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura Extension 8,"Agriculture, Nurseries, Grocery",99767,130169,45129,7,961,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte Stage 8,"Agriculture, Grocery, Pharmacy",117829,290269,15645,7,8446,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli Phase 8,"Agriculture, Grocery, Nurseries",46614,56059,45930,5,3594,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura Block 8,"Agriculture, Grocery, Pharmacy",56258,482785,31299,4,1004,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe) Cross 8,"Transport, Warehousing, Restaurants",113789,123409,71696,1,1369,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli Market 8,"Agriculture, Grocery, Pharmacy",62078,430303,45090,7,504,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli Industrial Area 8,"Agriculture, Grocery, Nurseries",103524,25704,36953,1,9135,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Gulur Layout 8,"Agriculture, Grocery, Pharmacy",116573,473792,67142,1,9856,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Oddarahalli Main Road 8,"Agriculture, Grocery, Nurseries",32219,224456,61443,5,1284,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Extension 9,"Agriculture, Grocery, Pharmacy",20235,238200,41475,9,9038,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Tubagere Stage 9,"Agriculture, Grocery, Nurseries",62929,131279,33888,6,1825,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Ajjanahalli Phase 9,"Agriculture, Grocery, Pharmacy",87444,485676,58732,3,8562,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajghatta Block 9,"Agriculture, Grocery, Nurseries",28567,178280,31087,3,5911,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sompura Hobli Cross 9,"Agriculture, Grocery, Nurseries",90792,138516,61305,7,5706,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hampasandra Market 9,"Agriculture, Grocery, Pharmacy",85441,498366,61037,6,4056,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Heggadihalli Industrial Area 9,"Agriculture, Grocery, Nurseries",104555,217096,24346,9,271,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Hosahalli (Doddaballapur) Layout 9,"Agriculture, Grocery, Pharmacy",93698,453098,15587,6,8565,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Doddaballapur Town Main Road 9,"Textiles, Warehousing, Restaurants",25415,439139,27763,5,2406,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Rajankunte Extension 10,"Textiles, Grocery, Restaurants",56159,396188,74165,7,9450,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Bashettihalli Stage 10,"Industrial, Textiles, Hardware",63925,252549,56945,1,9998,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Suradenapura Phase 10,"Agriculture, Nurseries, Grocery",25951,49165,19079,7,521,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Meenukunte Block 10,"Agriculture, Grocery, Pharmacy",107388,87203,51116,3,5640,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Acharlahalli Cross 10,"Agriculture, Grocery, Nurseries",28007,286258,70451,9,9501,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Naduvathlapura Market 10,"Agriculture, Grocery, Pharmacy",61832,478181,35215,6,4775,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Thyamagondlu (fringe) Industrial Area 10,"Transport, Warehousing, Restaurants",78596,56321,40817,9,9182,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Sugganahalli Layout 10,"Agriculture, Grocery, Pharmacy",50523,355441,39765,5,6848,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Doddaballapur,Vaderahalli Main Road 10,"Agriculture, Grocery, Nurseries",108861,378796,45112,7,6203,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town,"Transport, Warehousing, Restaurants",106740,381448,40556,4,1573,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Nandagudi,"Agriculture, Nurseries, Grocery",35524,265014,74042,7,3343,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura,"Industrial, Machinery, Hardware",39282,176498,33099,1,2281,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt,"Transport, Warehousing, Restaurants",43930,37772,58553,7,9741,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli,"Agriculture, Nurseries, Grocery",20077,385898,60096,8,3196,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele,"Agriculture, Grocery, Pharmacy",40611,285856,21450,5,6746,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra,"Agriculture, Grocery, Nurseries",36984,414583,28230,2,9882,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru,"Agriculture, Grocery, Pharmacy",34060,258389,44009,5,5982,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru,"Agriculture, Grocery, Nurseries",102985,135142,20433,6,6082,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote),"Agriculture, Grocery, Pharmacy",104056,111736,48866,2,5898,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Avalahalli (Hoskote),"Real Estate, Grocery, Restaurants",63303,71924,54864,6,9727,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Jadigenahalli,"Agriculture, Grocery, Pharmacy",79207,23726,33710,6,8515,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Doddaballapur Road Belt,"Transport, Warehousing, Restaurants",95046,371296,26439,1,8511,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Begur (Hoskote),"Agriculture, Grocery, Pharmacy",49287,47723,56855,1,9946,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Attibele Road Fringe,"Transport, Warehousing, Hardware",113709,409113,31021,3,8556,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Mallarabanawadi,"Agriculture, Grocery, Pharmacy",59711,254182,21416,3,9245,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Koralur,"Agriculture, Grocery, Nurseries",31954,382638,21980,4,4624,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Chokkasandra (Hoskote),"Agriculture, Grocery, Pharmacy",93340,160180,70915,2,6659,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Thimmasandra (Hoskote),"Agriculture, Grocery, Nurseries",92101,228786,33058,9,7720,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthkur,"Agriculture, Grocery, Pharmacy",91520,55643,26101,7,2874,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town Extension 1,"Transport, Warehousing, Restaurants",107062,182396,55718,7,5773,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Nandagudi Stage 1,"Agriculture, Nurseries, Grocery",38574,386040,47602,6,3224,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura Phase 1,"Industrial, Machinery, Hardware",29184,234432,24122,3,8771,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt Block 1,"Transport, Warehousing, Restaurants",39096,159999,27576,6,1453,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli Cross 1,"Agriculture, Nurseries, Grocery",87728,375824,73067,8,9181,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele Market 1,"Agriculture, Grocery, Pharmacy",54016,378690,42516,8,3954,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra Industrial Area 1,"Agriculture, Grocery, Nurseries",31246,435659,78759,9,8234,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru Layout 1,"Agriculture, Grocery, Pharmacy",65558,99973,37433,1,1024,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru Main Road 1,"Agriculture, Grocery, Nurseries",38381,345593,16089,1,2270,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote) Extension 2,"Agriculture, Grocery, Pharmacy",56455,129834,52346,3,5606,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Avalahalli (Hoskote) Stage 2,"Real Estate, Grocery, Restaurants",112263,256386,24127,3,2495,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Jadigenahalli Phase 2,"Agriculture, Grocery, Pharmacy",24018,489959,25487,8,8320,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Doddaballapur Road Belt Block 2,"Transport, Warehousing, Restaurants",31302,473449,15155,1,8326,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Begur (Hoskote) Cross 2,"Agriculture, Grocery, Pharmacy",87506,307681,73414,2,5615,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Attibele Road Fringe Market 2,"Transport, Warehousing, Hardware",61157,359720,16958,2,2770,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Mallarabanawadi Industrial Area 2,"Agriculture, Grocery, Pharmacy",74917,127522,25693,3,3465,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Koralur Layout 2,"Agriculture, Grocery, Nurseries",112738,42612,54112,6,688,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Chokkasandra (Hoskote) Main Road 2,"Agriculture, Grocery, Pharmacy",116646,245049,53547,1,3238,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Thimmasandra (Hoskote) Extension 3,"Agriculture, Grocery, Nurseries",103122,288615,43795,2,9195,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthkur Stage 3,"Agriculture, Grocery, Pharmacy",44519,186703,70296,1,6763,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town Phase 3,"Transport, Warehousing, Restaurants",116809,260069,36447,5,4186,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Nandagudi Block 3,"Agriculture, Nurseries, Grocery",107487,243131,51598,7,8631,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Narasapura Cross 3,"Industrial, Machinery, Hardware",76819,51348,56814,8,4370,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Malur Road Belt Market 3,"Transport, Warehousing, Restaurants",100910,215804,40215,1,6119,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Anugondanahalli Industrial Area 3,"Agriculture, Nurseries, Grocery",91324,283321,74582,7,656,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Sulibele Layout 3,"Agriculture, Grocery, Pharmacy",25408,155832,24794,5,8122,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthasandra Main Road 3,"Agriculture, Grocery, Nurseries",79379,314923,70811,1,5552,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Konduru Extension 4,"Agriculture, Grocery, Pharmacy",45053,303780,48209,3,3667,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hattaruru Stage 4,"Agriculture, Grocery, Nurseries",29446,101889,37424,7,3999,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Kurubarahalli (Hoskote) Phase 4,"Agriculture, Grocery, Pharmacy",20922,73551,78278,1,6577,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Avalahalli (Hoskote) Block 4,"Real Estate, Grocery, Restaurants",118723,424772,70077,7,7600,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Jadigenahalli Cross 4,"Agriculture, Grocery, Pharmacy",71356,440814,62246,5,1116,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Doddaballapur Road Belt Market 4,"Transport, Warehousing, Restaurants",30789,162635,71510,1,6570,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Begur (Hoskote) Industrial Area 4,"Agriculture, Grocery, Pharmacy",117720,66819,52396,1,2162,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Attibele Road Fringe Layout 4,"Transport, Warehousing, Hardware",86656,355914,21370,1,9130,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Mallarabanawadi Main Road 4,"Agriculture, Grocery, Pharmacy",64028,440182,24528,9,9929,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Koralur Extension 5,"Agriculture, Grocery, Nurseries",84484,232781,43276,3,4421,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Chokkasandra (Hoskote) Stage 5,"Agriculture, Grocery, Pharmacy",52154,473105,65100,5,3596,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Thimmasandra (Hoskote) Phase 5,"Agriculture, Grocery, Nurseries",102870,178059,59333,9,1913,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Muthkur Block 5,"Agriculture, Grocery, Pharmacy",22336,360858,23179,6,6356,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Hoskote,Hoskote Town Cross 5,"Transport, Warehousing, Restaurants",87779,209420,63781,9,9743,,No,12627,3603 (28.5%),25-44
